element,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
Mo,-1.6240265,0.41156512,1.0342189,1.9071666,-0.73430383,0.46607918,-0.12555951,1.3895477,-2.8260062,-0.45805544,-0.40550134,-2.4148874,-0.25363874,-0.64836615,1.4343774,-1.9554006,0.84953797,1.776577,0.37992817,-0.54946816,0.16087271,1.6260458,-0.1349185,-0.06826976,-0.5547009,1.3001662,0.4404357,0.08998232,-1.3487,0.5337579,-1.0490421,-1.1899445,4.382376,1.3796872,-1.0148153,-0.5491751,0.9269091,-0.200808,-1.9956115,-0.2571003,-0.3993151,-0.13649999,-0.17931649,0.09258446,0.4188591,1.1865127,3.7817307,0.29748416,-0.26238912,-0.41287428,0.73608005,-0.51974934,-0.9231781,-0.1175131,-1.4260961,0.13175255,-1.6494111,0.28224203,-0.30705088,1.711672,-0.28904104,1.2913463,0.3852682,0.240076,1.1051652,-0.716903,0.44008967,0.7731472,-0.19054076,1.4000893,0.67786604,0.056568287,-0.534319,-0.93130344,0.3736372,0.86601806,-0.1302935,0.17929107,-0.106896326,-0.3148409,-0.908247,-0.17438845,0.22076182,-0.74478334,0.19662844,0.41718,0.041306093,0.28536057,0.45747188,-0.6585052,-0.1979445,0.57755995,0.41850343,-0.296998,0.79002887,-0.55861217,-0.083930716,-0.8947179,-0.06371889,1.3564463
Tc,-1.1755234,0.05216315,1.0026027,0.15212175,-0.94377625,-0.56801623,0.36766443,-0.9448049,0.12642346,-0.712655,-0.7777211,1.7270665,-0.9986789,0.8306259,-1.4166801,-1.9293294,-1.1905814,1.1717541,2.1562824,0.7348965,-0.032101292,-2.0782247,0.91714644,0.7864955,0.6103268,-0.672167,0.43296912,-1.0038687,0.49013147,0.80367565,0.3501297,-0.39691424,0.557959,0.027486034,0.44222867,0.862087,0.37916166,0.6215905,1.0275856,-0.5424399,-1.0316701,0.32616574,0.22960906,-1.6571553,0.22666293,0.15591455,0.12146425,0.39869225,1.1767561,-1.4412612,-0.74309474,-0.024669299,-1.1759702,0.20829935,0.82519513,-1.3834318,-1.4751507,2.7424512,0.6934268,-0.77975726,1.1002568,-0.57262295,-1.9914548,1.6424993,0.1357969,0.56188625,1.2911106,-0.35623747,-0.5250238,0.8156306,-0.9582644,1.460886,1.6259958,2.1323278,-0.98234695,0.11581991,-1.4151992,1.5712628,1.6570314,-0.8317476,-0.45486596,0.8289342,1.8032963,-0.35509825,1.2432299,0.16508693,0.42209044,1.4823043,0.6826566,0.5825764,-1.306624,0.14246218,-0.6982118,0.6602954,-0.2659469,0.92885476,0.417813,1.1961437,-0.8838299,1.3164672
Ru,-0.8034794,-1.0410817,0.116735525,0.30513638,1.5155511,-1.0544146,-1.731405,-0.3574231,-2.0079024,0.7131081,0.24127555,1.0791132,-1.6127069,-0.6077603,0.020220933,1.9542598,-1.2483839,0.60581446,-0.30284563,-0.41061327,-1.14976,1.2687596,-0.175985,0.21349873,-0.5965653,0.36458337,0.07294217,0.22848284,-0.13538212,-0.49366823,-0.5652152,-0.12638618,-0.092993565,-1.756237,0.33236614,-2.1309063,-0.8984838,1.2175926,0.5403461,0.011302729,1.282027,0.42766136,-0.11326602,-0.4298179,-0.32216558,-0.5193378,-0.1758814,1.3511152,1.2042867,-0.49068084,-1.1302615,0.5183813,1.4959184,-0.1890809,-0.52644634,0.29601872,0.15229096,-0.21080007,0.3944821,-1.6050118,0.21485454,-1.5337783,-0.3292915,0.24976586,2.0079546,-0.6063078,0.57896924,1.6280907,-0.46347094,0.43927675,-0.69359386,2.4904785,-1.2422093,1.5212626,0.75291675,-0.41552445,-0.83342713,0.26013786,-1.4389626,-0.52446264,0.70574415,1.7705833,0.068392865,-0.5652761,-0.56658685,1.1707468,-1.89698,-1.8864264,0.11622505,-0.5215326,-0.3806599,0.73302776,-1.5564504,1.4910318,2.5678823,-0.2490084,-0.8368315,-1.3557018,1.3453381,0.89421314
Rh,-0.5380564,-0.0830521,-0.094582826,-0.84717244,-0.39477026,0.30453146,0.092131495,-0.7720796,0.4480282,1.229385,-0.63921624,-0.20075428,-0.25458664,-0.6891162,0.582966,0.3108026,0.2733862,0.96398276,0.6361346,0.36513147,-1.7408998,0.79621124,-0.64730376,0.30478626,-0.26553524,1.3664577,-1.7722486,-0.27506652,0.30184343,0.34566325,-1.803337,-0.63491917,1.3593781,-0.7519664,0.3614493,-1.1066884,-2.2644413,-0.79962546,-0.5639613,0.31572694,-0.6327946,-1.36412,1.4269333,-0.03324524,0.54865706,0.78506005,-2.1084723,-0.5212979,-0.6036014,-0.90524554,0.5094713,-0.009640861,1.2410711,-1.488273,0.77819794,-0.5008253,0.60326076,0.2736286,1.5103804,-0.36359477,0.15699057,-1.7410157,-1.1346416,-0.20643902,-0.8727361,-0.04321061,1.2042377,0.72379404,-1.5010444,0.84523773,0.5154253,0.20502807,-0.73694867,-0.24725041,-1.2030746,-0.8690088,0.8405011,1.119008,-0.5591792,-0.9111936,-1.1066405,-0.31743044,-0.42641315,-1.5202093,0.742854,-0.95429057,2.1604395,0.95604223,-1.0336543,-0.81770974,0.35922164,-2.1937199,0.6910395,-0.53228873,-2.1879315,-1.8813561,-0.53141356,-1.7068377,0.35490784,-0.15378867
Pd,-0.38483402,0.50857604,-0.90730643,0.97551167,0.75848675,-0.5575747,-0.5273667,0.75482816,-0.089899704,1.0767739,-0.19403778,0.6547401,0.29142648,0.07943093,0.8571616,0.3841344,-0.017802648,0.065749355,0.32361674,2.1951277,-1.8622676,0.00096983666,-0.31337976,0.02150451,-0.93952835,-0.67470586,1.4337581,-0.48459828,0.56711364,0.15689722,-0.18686971,-0.35578865,0.17615953,0.69591445,-0.58898395,0.6985969,0.69243354,-0.30277818,0.2232604,1.6090989,1.8550204,1.5070784,-1.1535231,-0.8317294,1.291754,2.7044961,-0.91594297,0.28574264,0.23456381,0.21633266,2.3784738,0.28036276,-0.83296615,-0.25996682,-0.23971802,-1.4288082,0.31263423,-1.319166,-1.150894,-0.74941885,-0.9157917,-0.09771938,-1.1556131,0.6297758,-0.82954895,0.8955298,-0.20631601,0.344427,0.46400997,1.0690721,0.43413955,-1.4564692,1.9782144,1.5083023,-1.8338382,-0.22181408,-0.5677354,0.18218055,-1.3160619,2.5417163,-0.57327175,-1.3982898,-0.75662357,-0.4253767,-0.047454484,2.1395552,0.6777373,1.1224086,0.5747955,1.1581693,-0.86780524,1.0711874,-0.9384197,-0.14234523,1.4584877,0.38894814,0.53421724,-1.5626335,1.9022756,-0.23556294
Ag,-0.12160677,0.7863992,0.12324276,1.1000823,0.70902854,-0.96124077,-1.1612228,0.98305625,-0.001045393,-0.15538952,0.66347635,0.720478,-0.78361154,1.5472758,1.14205,0.4590149,0.44421744,-0.83020604,1.1209477,-0.06360283,0.26513118,-1.0833596,0.08722433,0.8527961,-2.1761675,-0.78600615,-1.4767195,1.5133187,1.0214349,-1.8744016,0.5936855,-0.8689067,-0.10734954,1.3440466,1.2584653,0.14446788,0.21884416,-0.20993696,1.2000351,-1.5815253,0.69113356,-0.03465535,0.13331242,0.44874716,0.22141571,-1.1902108,-0.28398433,-1.4560972,0.29607686,0.56500816,1.5087042,0.720505,0.35610804,-1.6928017,0.16434462,1.5636456,-0.8200735,-1.1825986,1.0958579,-0.8035387,-0.3250217,-1.393236,-1.6095083,-0.24835797,1.6734774,0.3329304,0.7218928,-1.3474717,-0.112486936,1.7263418,0.45787868,1.9433963,0.017861621,-1.702978,0.8934338,1.2302861,0.6364941,0.67180413,0.50601125,0.5678634,-1.8177088,-0.6631473,-1.1663712,-0.16618487,0.7945368,-1.8560886,-0.5670008,-0.40739667,0.7114167,0.6812881,-0.4068587,1.1050458,1.8285441,-0.92816305,0.26388326,0.3910788,0.045949243,1.3320891,1.3593744,0.07912603
Cd,0.5230255,2.2644334,0.031771414,0.8562639,0.03545442,-1.3717569,1.1378024,-0.79103637,0.05620607,-0.37109134,1.717052,0.8816814,-1.0948962,1.9811296,-0.36717862,0.5000761,2.1106195,-0.7983815,-0.72818506,0.3840939,-1.2478192,0.104477555,-0.7745723,-0.5507471,-1.525418,-0.05290288,0.13699436,1.2907519,0.74263084,-0.21134771,-1.2311954,0.7221329,0.5455749,0.7225074,-1.5014558,0.09537566,-0.010696129,0.023068942,0.2503727,0.4994423,-1.2625036,0.19318396,0.7347546,-1.0537924,-0.20306294,0.7253447,-1.0094514,1.1210672,0.35984972,-1.9533986,-0.1868231,0.3248993,-0.5902479,-1.0089962,0.13458376,-0.082025066,-0.72659856,-0.6985532,1.021501,0.18661009,0.80573976,-1.0116976,0.17136498,-1.4418668,-0.23818874,0.9733134,-0.8794913,1.8840388,1.6383439,1.0931073,-1.4266075,-0.96548873,0.02796761,0.2540023,1.6825678,1.2881179,-0.46232215,-1.0940292,1.7180616,-0.35569215,1.1642505,-1.3905115,-0.39454255,-0.9819801,-0.5044654,0.7826915,-0.36047173,-0.5095846,-2.6235092,0.2139774,0.68994224,0.41679075,-0.59459215,0.50680625,0.461325,1.036136,-1.8803946,0.45929778,-2.0869484,1.0559019
In,2.3379886,-0.9294014,3.1591194,1.5347421,4.000996,2.4003782,4.1015964,0.38439912,0.5850893,1.7542268,-0.8287095,2.5643384,1.3878115,-1.1786348,-1.9052633,-1.387893,-1.0615462,3.2509658,-1.4054341,-1.3663647,0.38748175,-0.55006814,-2.0049124,0.9563471,-1.8598751,-1.6147937,0.01455702,0.28800547,-0.8285589,-0.63910145,-1.1869935,-1.0671655,-0.04309776,1.5083715,-1.0534331,-0.5671922,0.18575415,-0.07461232,-0.005579191,-0.34818035,0.3157649,0.33233154,0.022790033,0.26364622,-0.60052335,-0.5620103,-0.4819891,0.2505566,0.1490901,-0.049649604,0.41780087,0.044389036,0.21587348,-0.51129186,-0.16327703,0.20611651,0.6814732,-0.15834601,0.28358334,0.44937667,-0.19081843,0.018843314,0.18666957,0.049986452,0.050967332,0.33183506,0.33830225,-0.36178687,-0.06300871,0.009681543,0.10492811,-0.06721488,-0.26351702,0.23085558,-0.22590257,0.07010862,0.092278056,-0.40717447,-0.6905524,0.069912575,-0.16659516,0.042738777,-0.095941335,-0.0024625228,-0.5339807,-0.3327048,0.09632011,-0.18967783,0.10951777,0.038448084,-0.20325264,0.512119,-0.21314117,-0.09218425,-0.04335454,0.21919926,0.016870968,0.3032181,-0.37030008,0.055302903
Sn,-0.2430544,-0.29254517,-1.0592695,-0.26703274,0.52324194,0.051928334,0.67364985,-0.104568295,-0.5481952,0.18874423,-0.06495963,-0.07308129,-0.45110562,0.7457284,-0.72354054,0.46531308,-1.613162,-1.0041329,1.021022,-0.16691186,-0.24633479,-0.081202015,-0.5242144,-1.0732634,-0.34309497,0.4187758,-1.5107961,1.3599843,-0.6738524,0.31631598,0.4077975,-0.44945413,0.39540765,1.5801874,0.3857669,-0.7717759,1.2905524,0.4105376,-0.71944153,-0.38695422,-0.31041217,0.21036893,-0.35763535,-0.22613573,1.0149477,0.38178232,-1.4294147,0.83407,1.0821708,0.3454888,-0.31264016,0.75785905,-0.6647399,0.9732737,-1.5651422,1.1410847,-0.4960849,1.6830649,-0.39804047,0.47545668,0.7425582,0.7640534,-0.09817035,1.0994921,-0.31282663,-0.89980966,0.78552485,-0.68623066,0.7983868,-1.1513677,-0.31924665,0.35000664,-1.2360456,2.6967843,0.6759552,0.14487273,-0.65304214,1.3179023,0.33173704,0.5738527,-0.21367651,-2.2084794,0.537261,0.5459588,-1.0528249,-0.064480916,1.1397066,-1.3436335,-2.628907,0.57363206,1.2386028,-0.6890246,3.106839,-1.8080965,-0.6283471,-1.6076272,-1.1803056,0.60292304,0.94198376,-1.4594847
Sb,-0.9294525,0.6745895,-0.3784279,1.3969703,-0.3761135,-0.39025164,0.8389177,1.4656954,0.08387838,1.9627396,-0.9542275,-2.2460282,-0.22601518,-0.581094,0.6496929,0.29574445,-1.2689512,-1.1900017,-1.3995816,1.2353663,-1.0011764,-0.3902098,0.19158259,-0.8001677,-1.8425483,-1.9708141,0.54736906,-0.122266814,0.53751993,0.99272954,-0.45633736,-0.28431967,-0.12751393,0.9447446,-0.918352,1.179873,-1.5225139,-0.6957951,-0.08928034,-0.2269107,-0.38762173,-1.902179,0.6629153,1.9719812,0.9710892,0.78962654,0.007998401,-1.7055925,-0.12591046,0.06482888,-0.79642093,0.75240564,1.4782081,0.7072407,0.9248268,0.48856086,-1.6373683,-0.91379577,-1.3809799,0.35677534,1.7169693,-0.35397354,-0.8687046,0.21119708,0.51627296,0.074967936,-0.0056556477,0.96039057,-0.97890115,-1.1450483,0.27699712,1.5246028,2.1702917,1.7387078,-0.741865,-0.123086885,-1.5745695,-1.5858173,-1.2914732,-0.42456996,-0.13214552,1.7439075,-1.8376275,0.43433893,-0.019134479,-0.66717607,-0.31483603,0.19533718,0.029954415,-0.95796436,2.1899838,-0.35289994,0.55748355,0.98531866,-0.34452158,0.35224417,-0.12224974,1.723991,-1.0467237,-1.3947841
Te,-0.096747644,0.05731817,1.2521033,-0.21289152,1.302738,-1.7478422,-0.32782987,0.17336343,-0.07588009,-0.5696315,-0.102312215,-0.79424936,0.79444206,0.7662402,0.48543888,0.6506063,-0.3470108,-0.081710234,-0.82492423,0.600833,-0.60155016,-1.8733419,-0.059719402,-0.11494783,0.25866014,0.58527136,1.1161516,-1.2472833,-0.23317929,0.35855287,-1.0700753,-0.15832369,-1.2995441,0.44643673,-0.06299498,-0.14666075,-0.15753785,1.0137913,0.38241825,1.3904737,0.99355245,-0.57609874,0.59678084,0.8552984,-2.2241771,-0.2991229,-1.451273,-2.2484622,-0.23416205,-1.1718526,-0.47405317,-0.2329342,-2.295511,0.17158513,-0.15252624,1.639284,-0.92799634,0.8160452,-1.0422593,-0.522525,1.1261196,1.0225056,0.6085566,-1.1167237,0.3649527,-0.9207076,0.7651609,-0.49118376,1.2194663,1.8053206,-1.2834632,-2.3970606,-0.0008019232,-0.5369759,1.2702993,-0.2023227,-1.1279576,-1.4721147,-1.0772955,1.4509332,0.067225166,0.052100662,2.103909,-0.99857885,1.4617201,-0.4739189,-1.1816752,-0.9034786,0.6147772,-0.85827786,1.1947951,-1.9070771,-0.060129173,-1.3977066,-0.14634015,-0.92469233,1.6690266,-1.2139585,0.4610201,0.1765561
I,1.9125051,-2.8309424,0.5725499,2.7499182,-1.1937295,-0.015808372,-0.7548084,-0.3721653,0.33355623,-0.7432861,-1.1372025,0.8726952,-0.31628457,-0.2497647,-0.08284369,0.6467853,0.74798197,-0.91280115,-1.038443,-0.178151,-0.63079214,1.115589,0.7138134,0.5033595,0.37790075,-1.726936,-0.31286323,0.10331345,1.1699281,-0.3385054,-1.1488593,0.7758835,0.0064109964,-0.69791996,-0.43413082,1.9221916,-1.3079923,-0.66085494,0.37807345,-0.30756772,0.60183316,-1.283967,-1.1906989,2.1325784,0.064528376,0.72759837,-0.058124784,0.9972356,0.8178945,-0.41436937,-0.28148615,2.1383312,-1.2713764,2.0613825,-1.0273865,-0.6693943,-2.3709228,0.39716625,1.5285838,-0.21067096,-1.6865036,-0.14463562,-0.5882102,-0.452895,-1.2566117,-1.6996536,-0.7516182,0.3356132,-0.66445625,-1.3228711,-1.9440353,0.055903032,-1.7641976,-1.929129,-0.34131512,-0.8289942,1.2533354,0.46238467,0.59754366,1.4024961,-2.152438,-0.20023967,0.87131137,-0.78411335,0.7471754,0.19470836,1.1117837,-0.24503376,-0.70768136,-0.89013416,0.30398718,0.29903144,-1.240762,0.28723288,-0.22265936,0.3132787,0.40899855,0.1405554,0.920854,0.80615175
Xe,-0.7099007,0.43408263,1.7344506,-0.37670082,-1.0105119,0.1251585,-0.8447874,-1.0367471,-2.7229764,-0.7610952,-0.36051425,2.4559038,-0.51989627,-1.7771055,1.4048756,1.9678283,0.13383883,-1.3693838,1.4260874,-2.3944802,-0.76097935,-1.5839175,-1.4118595,0.7054732,0.8147308,-1.1695786,0.8530575,-1.513011,-1.1817278,0.60138637,2.0388753,-0.5437639,0.37721592,2.2212617,-1.6600068,0.85364735,0.33892965,-1.852788,-1.0301012,0.25538847,2.1884534,-0.9655107,-0.048618145,-1.1168568,0.112318754,-0.6115696,-0.64200705,0.061571863,0.9623712,-0.41896978,-0.8755456,-1.1084617,-0.18894526,-0.7137506,0.658074,-1.1841656,0.7035953,-0.6867254,-0.50351876,0.91318494,-1.6530448,0.32485607,-1.3140317,-1.9805996,-0.9372945,0.53282,0.023692656,-0.6020056,1.1665095,-0.5973608,0.80829144,0.8643886,-0.7279404,-0.1291877,-0.23739204,-0.36987343,-0.6635571,-0.5282967,1.3378654,-0.45829624,-0.30961415,1.026877,-0.60070455,-0.9538941,0.11385383,0.53539705,0.14358056,-0.27676827,-0.045481667,0.7506214,1.70073,-0.5516125,0.10085758,-0.17084001,-0.8990539,-0.86722887,0.59383595,-0.12020332,-0.34874946,-1.1237127
Cs,1.6969987,0.52081776,-0.6430486,-0.20801993,-0.5772453,-0.44307733,-0.5993083,-0.7873031,-0.5446388,1.4476979,-0.29416302,-0.24907875,0.43027237,0.7438724,-0.97337914,-1.0198085,0.39500725,0.82359743,0.38738263,-1.4403602,0.26986784,0.6893454,1.5441544,-0.1408862,-0.15935224,1.0618074,-0.045411106,-1.3794056,1.074864,-0.022133691,-0.07257429,-0.21018527,0.5278943,-0.005691318,-0.05451295,-0.569519,-0.52658266,-0.31263006,1.385033,-0.45202312,-0.35830212,-1.3113018,-0.31748348,-0.5448876,-0.5773407,-0.4481723,0.35751653,-0.78612936,-0.4378422,0.45740813,0.9537304,0.07863955,0.009543532,1.1461233,-0.15140763,1.3002726,1.0711796,-0.46200323,-1.1749423,-1.2203345,-0.050929043,-0.11904159,0.28717166,-0.89541125,0.7812197,0.22927776,0.34251934,0.16563416,1.6448932,1.7319863,1.5012722,-0.21514873,0.5305411,0.7194702,1.2518089,-2.6278846,0.93827015,-0.014805836,0.90206224,0.38886902,-2.513266,0.8633791,-0.4686047,-0.66877806,1.2788771,-0.115256414,2.7413979,-0.09716759,-0.8341704,-0.14424697,1.517394,1.0088749,-0.040533386,-0.10556095,1.6697806,0.22059453,1.6263256,2.3233597,-2.3241785,0.63967925
Ba,-0.7340702,-0.3707928,0.9729854,-0.4363847,-0.6453647,-1.1765215,0.41572437,-0.86737525,-1.1968066,-1.2440774,-0.0736891,0.8783655,1.7460339,-0.15439887,-1.0264404,0.8861558,0.2952051,-0.0043814057,-0.8763,1.9016074,0.20879407,-0.14246006,0.8588832,-1.9125177,-0.025467452,0.2715744,-1.0644114,-1.3341242,0.40638393,-2.4286475,0.52676827,-2.155923,-0.28214276,0.79860383,-0.4479056,-0.041194223,0.6510593,-0.32053167,0.023928285,0.008067573,-1.2730087,-0.8110567,0.39644763,0.045756083,-0.59610784,-0.20841631,-0.13378519,1.6992152,-1.9446949,-1.0315976,1.1300781,-1.9722264,0.37607694,0.59770447,-0.18006782,-0.5325445,-0.5895233,0.8001517,0.69968927,-1.7899667,0.6722709,0.11077132,0.97505206,-1.2448972,-2.1573086,-1.4580705,-0.07692869,-0.07712392,-0.5872689,-0.5760168,-0.15380509,1.5566394,0.6405806,-0.14945771,-0.14853522,0.12813382,1.3893274,0.11631709,-0.8771882,-0.091921546,0.84175646,0.26388034,-1.3681941,-0.92495626,-1.4785266,0.6532291,0.2548741,-1.4732496,1.51575,-0.42028266,1.0300671,0.5140751,0.46630195,-0.89748776,-0.18577076,1.3248123,-0.46338844,-0.9090586,-1.820518,0.3824251
La,-1.2220476,-0.97304744,0.75495726,0.22909677,-0.16076286,0.27723408,-0.3918274,-0.26693913,-1.9123178,-0.2920373,0.15069713,0.040750526,1.4072417,-2.2569134,-0.26996288,1.0697597,0.28257778,1.722491,-2.038552,0.8008934,1.3853943,0.7732601,2.7373545,-0.4387483,0.527734,0.07757484,0.94152206,1.4190413,0.76674473,1.7044071,1.1600088,0.13546507,-0.105650365,0.04829991,0.62359846,1.3791605,0.5587355,-0.041385904,-0.19014427,0.32437953,-1.3287382,-0.11392351,-0.010390492,-0.124849446,0.07228055,-0.6876053,-0.5775717,1.0451725,0.4993297,0.1674409,1.0957562,0.9882262,1.7595255,-0.27164105,0.23840924,1.9722629,2.052256,0.91731286,-0.93852407,0.28152716,-0.9839332,-0.47679996,-1.5526133,-0.8683188,0.06781714,0.60401076,1.0061014,-0.8003442,2.0214744,-0.63862914,-1.7033043,0.7347913,1.9892915,-0.6776867,1.499414,0.3619649,-1.465078,0.515876,0.14341821,1.6956574,0.54688805,-1.0864722,-0.15018645,0.33646756,-0.18037847,-1.2864095,0.04270759,0.5606565,0.06774078,-0.37191468,-0.50876683,-0.6785104,-0.16986871,1.4049373,-0.36986402,-1.9134425,0.35155073,-0.054877803,-0.62576383,1.1949017
Ce,-1.0586251,0.54362077,0.5496165,1.4191357,-0.2041173,-1.0479424,0.69419426,0.3709177,-2.2419324,0.47477192,0.20410138,0.12359254,-1.0820574,-0.85435414,-2.4053116,-1.225072,-1.1137013,0.36273375,0.7648589,0.2111332,0.03404087,0.8354235,0.394928,0.090874285,-0.32836303,0.9002006,-0.11092236,-1.1510208,2.080385,1.8439732,1.038383,0.45928875,-0.116313264,-1.5777955,-0.11056765,-1.9005227,-1.4155256,-0.16444759,3.0554724,0.19650985,0.7690115,-0.54629415,-0.27555627,-1.9023536,-0.8522632,0.8905138,-1.697226,-0.9076156,-1.736862,-0.9156707,-0.7778109,-0.15788136,1.8528093,-0.94440156,-1.2218022,0.55337393,-1.780999,-1.0823866,-0.8286704,2.0667586,-1.3865278,0.5739118,2.1463008,-0.118991084,-0.09231621,0.13569954,-1.2141777,-1.2597494,-0.29041758,-0.9667459,0.4237772,0.42216328,0.1855632,-1.6407388,-0.9210749,1.6189595,0.53372115,0.30374607,1.5359268,1.1018479,0.2534778,-1.0800196,-0.2516879,0.5288151,-0.12183837,-0.6859094,-1.5152409,0.7200411,-0.6700525,0.2845554,0.3354052,-0.20374843,-0.3548123,-0.80280226,-0.6501853,0.28592947,-0.4303926,-0.2171822,0.56353545,-0.015750725
Pr,0.43152708,0.246145,-1.1187578,-0.68002665,0.48798126,0.46959022,-0.43763557,0.581073,0.35453218,-0.9574257,-0.33960387,-0.2077683,0.28497738,-0.4886131,-0.95371056,0.67685384,-0.46513656,0.809476,0.7091703,0.6418238,-0.5014355,0.1578576,-1.1537133,-0.6036789,0.76833534,-0.47481447,0.7335073,1.8397515,-1.6988214,0.26552472,0.43755144,-0.68821156,0.71990806,-0.76535404,0.8718477,1.4667172,-0.95037836,0.6107949,0.6592382,0.42294347,-0.0034072078,-0.58243966,-0.37471086,2.1111896,0.61750305,-0.46189016,1.1251585,-1.1451082,0.18434674,-0.89120877,-0.43354836,-1.0825348,-0.63579017,0.22091834,-0.7842489,-0.6742322,-0.69766504,0.8458672,-0.9851258,0.28824124,-0.33173892,1.3322921,-0.49917674,-1.1094987,-0.42770132,1.2340574,-1.8919709,1.2580407,0.5657649,-0.64606,0.86772287,0.971662,-0.66339284,0.54891264,1.4138699,0.23739204,-0.9178727,0.7143337,0.049097624,0.50400037,1.4221457,0.18074179,-0.882087,-1.5029125,-0.17064182,-1.4906056,-0.6641125,-1.2431958,-0.57725453,-0.16914633,-1.2529372,-0.57112616,-0.85177183,-0.27279478,0.82633615,-0.55195946,-0.75871223,2.7429562,1.2923874,1.0254911
Nd,-0.27690494,-0.037033163,-0.613232,-0.9343413,-0.32959476,0.750208,0.66888386,-0.30474082,-0.31129134,0.3177582,1.0104644,-0.44416496,-1.313097,0.29266223,-0.37251326,0.9729703,-1.1553634,0.6435998,-0.6924794,0.7382924,0.6378937,-1.3104703,-0.8385329,-0.6307813,-0.39860916,0.015752338,0.6597706,0.32814145,1.4541681,0.006854665,-0.5217454,-0.56810933,-0.1710984,-0.6513628,0.44805685,0.25092536,-0.46919376,0.19403832,-1.7439098,-0.17499478,-1.8073757,-0.021506082,-2.1751752,-0.06908896,1.0152582,0.96756047,-0.34407517,-1.2835169,0.13950549,0.24117473,-0.8943881,0.7211838,-0.3124412,-1.4789716,0.642845,-2.1415591,0.048614785,0.31224027,1.4166026,1.3623658,-1.4635457,-0.97317475,0.3561167,-1.3064145,0.63372535,-0.7813593,-1.2841283,0.8231239,0.56325907,0.6408213,-0.13092265,-0.45984545,-0.72326106,-0.82755303,0.3059427,0.20457533,-1.4896233,-0.055029314,-0.5658708,-1.2309433,-0.8485899,0.808846,0.014810403,1.0047572,-0.62322795,-0.6633677,-0.3598572,0.7282316,0.6733484,0.5798567,-0.1745553,-0.15874931,-0.98159957,-0.73738563,0.61219525,0.50873613,3.2062733,0.09486407,-1.7755824,-1.7116272
Pm,-0.5677355,-1.2432722,0.37892684,-1.1983805,0.6912641,-0.012118096,-1.0500935,-1.5410128,0.9324859,0.39450273,-0.12864903,0.6727771,0.47302464,0.80939335,2.3535097,-0.7211217,0.741204,0.850879,-0.65536165,-0.080625735,-1.0354211,-0.23835501,-0.82009494,-0.355322,0.11969051,-1.2222226,0.8870252,-2.4405744,-0.19420101,-1.3065212,-1.6462045,0.1712081,1.0787315,-0.46813503,0.092350364,0.36039215,-0.6961702,-0.38744244,1.1484592,1.3409922,-1.1684239,0.7792224,1.0876147,0.7022404,1.0551748,1.3343866,-0.104453266,0.2261605,-2.7336903,1.573561,-2.4074402,0.15139596,-0.72636694,-1.1733509,-0.57480043,1.369513,-0.6463542,-0.5778731,-2.2536285,-0.5344212,-0.95764863,0.31847462,-1.5138646,0.05043269,0.7152211,-0.16287313,1.3727641,0.8392933,0.53998375,-2.3477342,0.36446396,1.0211037,-0.36268485,0.3049763,1.333394,0.69911414,-0.054188192,0.15084262,2.30622,0.7024495,0.98316294,-0.5994356,-0.07278271,0.766602,-1.0088279,-1.926281,0.9309758,-0.4103162,0.0788534,1.0600815,-1.9431477,0.843003,0.018679032,-1.4725976,-0.78976,0.3933364,0.17258218,0.057502627,0.012238393,0.54478353
Sm,-0.62914556,0.2905725,2.1999342,-0.8435439,-0.7435669,-0.31271866,-0.50765336,-1.3271648,-0.69011444,-0.4947582,-0.43693852,0.22169472,0.22400697,-0.012383513,0.40508485,-1.0900868,-0.4750535,0.77622634,0.840428,1.6900859,1.6389658,0.2598492,-2.0125039,-2.0999138,-0.11109167,0.73330337,-0.7812664,1.4371834,0.24984784,-0.41256717,1.0850246,0.7576519,-1.9200785,1.0499655,-0.13529351,0.6844386,-1.4512885,0.43521538,0.04796535,-0.6172541,-1.0537953,0.7065572,0.24451213,1.4394258,-0.15689987,-0.54153097,-0.9718509,-0.80506915,-2.411479,0.115886874,-1.8022075,0.612213,-1.6612782,1.663802,0.7259479,-0.35078204,-0.4061289,-0.5910291,-0.3975297,2.8931181,0.26051152,-1.4917382,0.8015964,-0.81469685,0.41458791,0.702408,1.6479361,-0.26899397,-0.31572983,1.5221151,0.42934,-1.2669734,-0.12889563,0.89797676,-1.2876618,0.21146321,1.3018883,1.0962771,0.42950833,0.4770957,-0.47217017,0.972876,-1.3075448,-0.08664952,0.10237277,2.2118378,0.6996546,-1.620419,-0.18979138,-0.8329937,-1.3901309,1.0116177,-0.55414397,0.88048935,1.4602276,-2.3565276,-0.11121704,0.05524283,1.0609338,-0.17545438
